user_id,age,gender,city_level,monthly_consumption,shopping_frequency,product_diversity,high_value_purchase_history,average_browse_time,promotion_participation,favorites_count,friends_count,sharing_times,purchase_high_value_probability
2513,57,1,3,7996,11,42,0,839,39,75,414,34,0
2514,29,1,1,8104,15,18,1,688,20,64,53,77,0
2515,36,1,2,9349,18,27,0,419,1,81,148,60,1
2516,52,1,4,8832,20,47,1,877,27,84,57,97,0
2517,58,1,2,2293,3,7,0,318,33,9,304,92,1
2518,45,0,4,6818,11,16,0,19,8,76,204,50,0
2519,23,0,2,2744,18,33,0,833,44,51,465,81,1
2520,56,0,3,8834,2,14,0,886,20,52,240,11,1
2521,64,0,3,7151,20,34,1,290,45,73,111,27,0
2522,42,1,4,2938,5,17,0,225,40,2,178,4,0
2523,55,1,4,2907,16,46,1,179,27,40,495,12,0
2524,54,1,3,1524,7,43,1,533,11,91,268,95,1
2525,48,1,4,6005,3,16,0,937,26,86,328,67,1
2526,43,0,4,7282,15,25,1,672,41,83,237,21,0
2527,63,1,4,3515,13,26,0,419,43,89,203,71,1
2528,53,0,1,4665,11,8,1,884,36,32,254,53,0
2529,29,1,1,6874,10,26,1,308,32,96,237,68,1
2530,31,1,3,4449,2,17,0,733,42,31,282,86,1
2531,70,0,1,2829,19,37,1,338,23,31,274,62,1
2532,22,0,1,7521,14,33,1,158,21,67,169,99,1
2533,18,0,3,6572,12,40,1,624,36,38,45,85,1
2534,30,1,1,4908,8,11,1,602,47,79,385,95,0
2535,34,0,3,8323,6,44,0,635,45,77,7,30,1
2536,21,0,2,9237,2,11,0,867,28,98,223,14,1
2537,34,1,2,4063,8,44,1,855,7,24,267,62,0
2538,19,1,2,9091,18,42,0,91,50,0,148,77,1
2539,23,0,1,5420,19,1,1,450,36,16,438,91,1
2540,56,1,2,1935,20,36,1,772,4,40,445,21,0
2541,27,1,2,2930,1,30,0,77,31,81,125,48,0
2542,23,1,3,2759,3,6,1,180,22,21,69,11,0
2543,18,0,2,9031,4,23,0,815,23,8,113,18,1
2544,63,0,4,9493,7,36,1,21,18,55,20,65,1
2545,25,1,2,9164,10,24,1,620,19,96,252,33,1
2546,42,0,3,4034,9,34,1,59,19,30,75,9,0
2547,60,0,4,4847,5,6,1,197,25,59,458,19,0
2548,65,1,3,8695,16,29,0,55,32,52,318,47,0
2549,22,0,2,5076,19,42,0,691,0,92,456,77,0
2550,26,0,1,4114,20,10,1,657,34,66,355,97,1
2551,70,1,3,6961,1,7,1,574,25,16,315,30,1
2552,46,1,2,7682,7,49,0,671,29,16,303,15,0
2553,32,0,3,2229,12,9,0,876,42,33,280,1,0
2554,59,0,3,8210,3,30,1,538,43,62,305,93,1
2555,30,1,1,6343,20,8,0,644,23,86,388,4,1
2556,38,1,2,1844,1,28,1,459,26,35,251,56,0
2557,39,0,3,1284,9,43,1,604,27,23,20,85,1
2558,50,1,1,5572,5,24,0,850,3,46,220,74,1
2559,51,1,2,9408,2,20,0,979,5,6,106,25,0
2560,37,1,2,7627,2,23,0,777,12,51,155,61,1
2561,44,0,4,7459,1,45,0,180,50,13,64,24,1
2562,51,1,4,7178,18,17,0,780,38,60,412,77,0
2563,23,0,2,6197,9,3,1,333,29,100,136,73,0
2564,45,0,2,6106,10,27,0,792,3,79,78,31,1
2565,54,1,3,4474,0,5,1,920,17,44,191,35,1
2566,60,1,4,2981,15,29,0,179,22,26,2,79,1
2567,52,1,4,9045,17,46,1,465,30,11,51,50,0
2568,61,0,1,5589,13,11,0,129,28,11,196,9,1
2569,65,0,4,1884,13,9,1,106,44,78,147,100,0
2570,42,0,3,5777,2,22,1,543,46,44,47,99,0
2571,52,1,1,8330,16,46,1,852,12,24,188,91,0
2572,33,0,1,4894,6,17,1,920,8,10,478,38,0
2573,30,1,2,9401,2,40,1,509,1,93,182,33,1
2574,63,1,4,6619,1,35,1,349,15,69,254,74,1
2575,66,0,4,6231,12,17,0,682,17,31,103,32,0
2576,19,0,3,8411,1,21,1,801,31,40,65,48,0
2577,24,0,2,3594,14,16,1,980,4,2,38,9,1
2578,30,0,2,3329,11,44,1,163,8,38,163,56,0
2579,57,1,4,1335,0,48,0,408,47,98,210,42,1
2580,40,0,3,3325,3,16,0,614,41,32,362,34,1
2581,60,1,1,6675,1,43,0,789,45,83,383,36,1
2582,20,0,1,2930,1,41,1,118,14,67,198,0,1
2583,27,0,3,6069,17,47,1,768,5,60,168,90,0
2584,55,1,2,9370,20,5,1,891,35,63,296,43,0
2585,30,1,2,7132,9,48,1,334,41,92,114,38,1
2586,44,1,4,2656,17,40,1,779,32,47,469,47,1
2587,48,1,4,2732,18,15,1,149,10,24,263,24,1
2588,62,0,3,1188,9,38,1,401,45,54,57,38,1
2589,58,1,1,5921,13,9,0,78,39,32,359,2,0
2590,52,0,1,3647,7,11,1,398,29,16,4,16,1
2591,53,1,4,5641,0,12,1,486,20,40,397,39,1
2592,25,1,3,7247,2,42,1,67,33,86,73,26,1
2593,55,0,1,2755,9,11,0,211,18,56,114,80,1
2594,52,0,2,5778,2,27,1,722,4,40,69,46,1
2595,52,1,1,9362,11,40,1,24,40,81,263,100,0
2596,47,0,2,2303,11,36,1,383,36,68,349,51,1
2597,64,1,2,3018,5,36,1,309,29,28,273,62,0
2598,28,1,3,5405,7,21,1,211,45,3,32,1,0
2599,18,0,2,2907,5,50,0,406,17,82,435,71,1
2600,48,1,4,6605,8,19,0,795,3,29,125,31,1
2601,61,1,2,2061,4,17,0,850,14,31,287,46,1
2602,64,1,4,8171,6,24,0,708,19,80,441,53,1
2603,33,1,2,3078,14,4,0,207,38,45,305,55,0
2604,41,0,4,3653,15,7,1,157,14,78,60,46,1
2605,24,1,4,7385,16,31,1,778,22,71,94,66,1
2606,25,0,1,9733,1,25,1,69,44,49,184,52,0
2607,60,0,3,1628,8,49,0,653,30,84,198,10,0
2608,37,0,4,9762,18,36,0,500,3,57,31,66,1
2609,24,0,3,9577,0,48,1,789,41,18,466,28,0
2610,38,1,1,6814,9,35,0,384,14,77,224,95,1
2611,64,1,1,1923,14,34,1,591,41,52,417,85,0
2612,68,0,1,8097,3,35,0,29,31,46,486,51,0
2613,67,1,3,2919,20,33,0,1,40,11,48,34,1
2614,50,1,3,8316,6,32,1,786,14,95,92,72,1
2615,43,0,4,1716,8,47,0,118,48,24,194,0,0
2616,25,0,1,5255,3,20,1,307,4,19,201,58,1
2617,65,1,4,5889,4,9,1,160,9,94,151,10,1
2618,50,0,3,8833,0,17,1,916,38,22,76,31,0
2619,25,0,2,2933,4,10,1,245,20,46,148,32,1
2620,32,0,3,8882,20,31,1,335,46,66,360,30,0
2621,25,1,1,7627,12,23,0,757,2,72,215,21,1
2622,30,0,2,6090,12,9,1,680,38,31,444,99,1
2623,44,0,3,4128,8,21,0,753,21,81,348,17,1
2624,53,0,1,1210,20,48,0,307,7,30,37,19,1
2625,38,0,3,7314,10,23,0,735,18,94,470,40,1
2626,60,1,4,6636,13,28,1,286,4,78,51,92,1
2627,50,1,3,2030,3,37,0,225,32,38,463,75,0
2628,21,0,3,1781,0,9,0,456,27,56,80,52,0
2629,68,1,2,7995,3,41,0,317,26,4,136,48,1
2630,21,0,4,4275,4,1,0,610,15,27,31,84,0
2631,52,0,3,1327,12,43,0,690,9,46,179,18,1
2632,67,1,4,7748,16,16,1,178,33,24,354,4,0
2633,70,1,3,8479,7,6,0,513,22,34,237,80,1
2634,57,1,1,4347,7,8,0,770,26,87,324,25,0
2635,48,0,2,6689,20,49,0,230,2,22,339,94,1
2636,24,1,2,9914,5,16,0,862,2,57,468,44,0
2637,63,1,3,5272,2,5,1,144,34,98,73,74,0
2638,67,1,4,3315,7,36,1,807,1,69,122,89,1
2639,29,1,2,2939,12,10,0,131,7,2,497,55,0
2640,25,0,3,3857,17,23,1,658,3,16,130,70,0
2641,53,0,4,5867,0,32,0,307,9,89,247,69,1
2642,38,0,4,8603,19,48,0,804,27,69,427,41,1
2643,28,1,3,5196,2,12,1,371,36,44,472,37,0
2644,37,0,2,8447,2,18,1,340,1,24,9,41,0
2645,28,0,1,1167,17,19,0,848,8,36,428,51,0
2646,49,1,1,1091,7,24,0,497,39,51,433,39,0
2647,64,0,4,4323,18,47,1,73,48,53,22,10,0
2648,24,1,4,9883,11,30,0,294,38,19,351,61,1
2649,70,0,1,8632,0,2,0,232,31,42,373,83,0
2650,25,1,2,2214,10,16,0,519,10,62,420,63,0
2651,49,0,1,7143,12,16,0,812,11,58,196,81,1
2652,28,0,2,7082,4,2,1,795,18,100,480,44,1
2653,61,0,1,3521,11,18,0,43,41,5,69,15,0
2654,26,0,3,2294,16,45,0,860,42,76,425,99,1
2655,24,0,1,8130,2,14,1,721,5,93,402,8,0
2656,54,1,2,8777,10,46,0,719,50,53,24,97,0
2657,61,0,4,2129,6,5,0,121,27,86,229,58,1
2658,53,1,3,3832,2,49,1,184,13,93,0,59,0
2659,54,0,1,2331,14,48,0,798,34,100,13,33,1
2660,29,0,1,7218,17,49,0,484,17,27,322,37,1
2661,67,0,2,9808,13,37,1,607,34,43,226,48,1
2662,51,0,1,7876,17,22,1,636,5,86,413,92,1
2663,35,1,3,3685,10,21,1,247,24,95,210,0,1
2664,26,1,4,3742,12,16,0,493,7,29,378,43,0
2665,52,0,2,5074,17,20,0,228,20,89,175,89,0
2666,33,0,3,5546,15,37,0,572,18,80,75,17,0
2667,39,0,4,9716,13,24,0,35,33,94,397,39,0
2668,21,1,2,9072,5,5,1,824,20,9,246,11,1
2669,25,0,3,8193,14,27,0,110,24,3,81,76,0
2670,54,0,4,6789,13,46,1,551,33,89,350,26,1
2671,46,1,1,3040,2,1,1,297,37,4,188,88,1
2672,62,1,3,7681,1,33,1,608,34,92,143,13,0
2673,46,0,4,1286,11,37,1,529,44,49,282,100,0
2674,66,1,2,2825,4,15,1,185,34,57,104,39,1
2675,42,1,1,9610,7,47,0,768,16,37,493,44,0
2676,54,1,1,9022,16,35,0,541,8,31,172,40,1
2677,58,1,1,3816,5,48,0,231,13,41,314,51,1
2678,65,0,4,3986,17,47,1,93,10,74,336,25,1
2679,38,1,3,9466,1,25,0,166,9,57,212,30,0
2680,54,1,4,3121,2,10,1,425,16,39,68,65,0
2681,30,1,1,6795,12,22,1,260,3,25,37,61,0
2682,44,0,3,9572,15,50,0,714,5,16,207,81,1
2683,31,0,3,7412,11,2,0,905,23,69,124,37,1
2684,50,0,2,8625,3,50,0,334,17,24,414,39,0
2685,19,0,1,3114,19,34,0,465,45,24,476,42,1
2686,55,0,1,1456,8,11,0,395,21,58,223,91,0
2687,39,0,3,2572,4,46,0,342,0,92,454,83,1
2688,67,0,4,5253,11,41,0,703,1,87,183,89,1
2689,42,1,2,9665,4,3,0,552,39,81,86,54,0
2690,38,1,4,5671,4,16,0,806,29,74,349,78,1
2691,36,1,4,9293,10,42,0,983,46,53,200,32,0
2692,39,0,2,1902,14,50,0,225,42,94,283,83,0
2693,48,1,2,4009,2,29,0,181,4,94,142,4,0
2694,20,1,4,3880,1,50,1,107,26,78,500,86,1
2695,29,0,4,9076,13,2,1,624,24,79,286,84,0
2696,70,1,3,7077,14,6,1,331,24,2,240,79,0
2697,22,1,4,2383,13,27,1,667,5,21,386,73,1
2698,31,1,1,8922,10,46,1,512,34,31,83,100,1
2699,65,0,1,2870,20,24,0,971,13,60,496,64,0
2700,20,0,1,5491,9,45,1,412,40,0,197,81,1
2701,65,1,1,8196,8,49,0,147,47,3,171,98,0
2702,39,1,1,3482,13,17,0,679,8,28,287,19,0
2703,57,0,2,5863,20,14,0,586,8,97,383,21,1
2704,29,1,2,8520,5,42,0,314,15,5,31,30,0
2705,56,0,1,5530,6,44,0,102,4,78,1,81,0
2706,25,0,3,9019,16,3,1,282,45,64,43,99,0
2707,47,0,1,4705,17,24,1,877,15,54,112,28,1
2708,26,0,1,8514,0,48,0,489,23,57,179,67,0
2709,60,1,1,9656,13,48,1,321,26,30,434,30,0
2710,60,1,4,9993,0,7,0,491,0,85,31,65,0
2711,20,0,4,4590,14,40,1,528,28,96,470,99,0
2712,59,1,2,1773,9,16,1,600,36,39,98,44,1
2713,23,0,2,3826,13,27,0,712,18,63,108,77,0
2714,33,1,2,3266,18,30,0,793,14,56,313,44,0
2715,20,1,2,5433,16,46,1,480,29,62,36,27,0
2716,46,0,3,1167,15,3,1,857,42,41,131,68,1
2717,35,0,2,2581,16,13,1,243,27,81,20,79,0
2718,57,0,3,6565,14,34,1,72,11,16,90,86,0
2719,21,1,1,8951,9,43,0,694,0,2,210,25,0
2720,32,1,3,3103,12,14,1,445,20,61,186,15,0
2721,31,0,1,3334,7,14,0,999,24,15,140,58,0
2722,19,1,4,7618,16,13,0,351,32,17,241,100,1
2723,26,1,2,3783,9,17,1,243,24,90,252,89,1
2724,21,1,3,7423,10,45,0,192,17,64,292,30,0
2725,26,0,1,9818,3,4,0,517,47,82,360,63,0
2726,67,0,2,4539,1,1,0,709,40,15,80,88,1
2727,69,0,2,6790,12,29,1,662,24,53,78,1,1
2728,32,0,2,3882,1,31,1,215,48,50,374,19,0
2729,40,0,3,8057,14,24,1,747,5,49,328,69,0
2730,41,0,2,2947,18,50,0,658,46,34,304,30,0
2731,43,1,3,6102,10,3,1,706,21,90,116,68,1
2732,19,1,2,4801,1,26,1,33,15,5,241,19,1
2733,70,0,3,3490,3,14,0,915,43,50,146,87,0
2734,65,0,2,9506,17,33,0,528,47,64,324,27,0
2735,19,1,4,8268,20,49,1,620,47,78,301,94,0
2736,40,0,4,1875,14,43,0,575,43,2,105,99,0
2737,20,1,4,3098,7,21,0,76,28,45,123,4,0
2738,33,1,3,4900,7,16,0,835,25,7,330,28,0
2739,28,0,3,9025,12,41,1,841,22,97,492,17,1
2740,33,0,2,5615,3,49,0,410,28,43,482,56,0
2741,38,0,4,8728,8,22,0,781,2,44,237,23,1
2742,41,0,3,2046,3,14,0,32,11,36,42,56,1
2743,19,0,2,2099,19,25,1,86,40,40,448,96,0
2744,57,0,4,5632,0,15,1,887,10,53,284,71,1
2745,59,0,2,6500,18,32,1,951,50,18,377,99,0
2746,66,0,1,1348,5,10,1,914,19,44,171,64,0
2747,24,0,2,1413,12,43,1,908,26,1,398,6,0
2748,41,1,2,8219,7,17,1,358,7,11,331,1,0
2749,68,1,4,3220,2,24,0,348,24,26,440,52,1
2750,63,0,2,2967,12,21,0,782,44,35,448,7,1
2751,23,1,1,1235,9,8,0,494,28,63,329,25,1
2752,20,0,2,8995,0,29,0,798,8,2,367,38,1
2753,54,0,1,6472,7,19,0,391,13,55,223,46,1
2754,55,0,2,4455,9,37,0,468,10,19,147,64,0
2755,48,0,2,8738,14,41,0,976,31,42,301,45,1
2756,41,1,4,8241,3,20,1,670,11,23,397,57,1
2757,43,1,4,1938,9,25,1,571,43,96,47,62,1
2758,33,0,2,6993,4,46,0,334,18,45,440,51,1
2759,32,1,1,9750,8,19,0,182,26,65,477,81,0
2760,48,0,4,8537,20,25,1,34,40,0,344,50,1
2761,68,0,2,5302,4,22,1,826,33,48,77,70,0
2762,50,0,1,9756,12,19,1,106,25,4,456,71,1
2763,67,1,4,8468,20,36,1,206,21,4,305,24,1
2764,20,0,1,1043,8,47,0,262,24,21,178,81,1
2765,31,1,4,6750,10,17,1,411,47,15,385,53,1
2766,24,1,3,7489,4,6,1,135,33,2,473,35,1
2767,53,1,2,1660,8,31,0,260,29,41,314,85,1
2768,27,0,2,1309,18,25,1,632,19,84,264,12,0
2769,41,0,4,7472,2,29,0,428,33,72,112,40,0
2770,47,1,3,1672,3,30,0,165,31,29,155,76,0
2771,28,0,2,4853,14,50,1,612,11,57,174,33,0
2772,20,0,4,6711,19,38,1,667,38,48,493,20,1
2773,27,1,3,3370,1,12,0,268,43,69,338,5,0
2774,59,0,2,7801,2,37,0,522,12,93,413,60,1
2775,18,1,2,8274,12,28,1,355,3,55,280,4,1
2776,64,1,4,3761,10,40,1,208,17,12,64,4,0
2777,46,0,4,2265,2,46,0,880,47,10,202,53,0
2778,47,1,1,8064,3,37,0,683,44,89,34,16,1
2779,46,0,1,5576,0,2,0,130,34,55,210,94,0
2780,19,0,1,1676,6,40,0,574,13,83,256,52,0
2781,66,0,1,1128,9,7,1,524,30,27,414,73,0
2782,37,1,2,8502,20,50,1,777,24,40,498,56,1
2783,53,1,3,9117,2,50,1,61,44,88,364,96,1
2784,56,0,3,6172,12,20,0,540,23,61,484,49,1
2785,34,1,1,5094,19,17,0,346,38,63,355,43,1
2786,24,0,1,3254,4,48,0,149,50,84,277,89,0
2787,61,0,3,1479,16,16,1,573,13,84,57,30,0
2788,47,0,4,2362,0,2,0,449,19,15,394,77,1
2789,50,1,1,8170,2,22,1,725,34,91,380,9,1
2790,53,0,1,6782,1,24,1,24,16,58,79,39,0
2791,44,0,2,2348,9,36,1,693,34,34,477,71,1
2792,37,1,2,5095,7,44,1,74,5,22,71,9,0
2793,64,1,2,1390,8,33,0,914,50,38,478,36,0
2794,48,0,2,5453,0,18,1,986,27,22,257,95,0
2795,49,0,2,8985,15,19,1,632,11,85,73,19,0
2796,56,0,1,8804,3,35,0,88,25,50,185,5,0
2797,43,0,1,9209,6,24,0,877,48,97,289,35,1
2798,29,1,3,4993,3,49,1,22,32,34,235,30,1
2799,55,1,1,4726,20,29,0,301,15,89,40,63,1
2800,29,0,1,7519,15,32,0,663,50,53,493,68,1
2801,32,1,1,4122,6,9,1,860,10,47,97,81,0
2802,63,0,1,6386,13,46,1,798,28,21,316,100,1
2803,29,1,2,4377,12,48,0,223,5,41,105,14,0
2804,25,1,3,3706,12,21,0,149,30,33,299,76,1
2805,36,0,1,7343,15,23,0,173,27,55,475,54,0
2806,37,1,4,6726,0,45,0,204,27,84,102,6,1
2807,24,0,4,4911,7,11,0,184,2,9,427,64,0
2808,60,1,1,1557,4,42,0,649,3,38,423,51,1
2809,67,1,4,1306,9,50,1,257,13,85,82,71,1
2810,58,0,2,3744,12,6,1,892,16,86,22,8,0
2811,68,1,3,2010,0,8,1,9,37,37,484,18,0
2812,24,0,4,1064,5,40,0,268,8,43,377,25,0
2813,62,0,4,5423,0,21,0,876,14,51,344,57,1
2814,18,1,3,1963,10,20,0,47,4,0,107,69,1
2815,50,1,3,3289,13,46,0,524,28,4,66,4,1
2816,70,1,2,7554,17,40,0,59,42,6,233,11,0
2817,38,0,3,6551,11,18,1,799,19,98,138,38,0
2818,61,0,2,1488,14,33,0,596,49,35,470,16,1
2819,28,1,4,1772,8,45,1,270,23,34,124,11,0
2820,21,1,1,1378,11,23,1,238,1,64,313,46,0
2821,24,0,2,6514,10,6,1,3,44,0,4,76,0
2822,53,0,1,8964,3,5,0,736,10,32,397,59,0
2823,57,0,2,2194,9,9,1,39,34,62,409,93,0
2824,50,0,3,4931,10,11,0,29,28,79,333,59,1
2825,50,0,4,4903,19,17,1,897,15,81,251,31,0
2826,52,1,1,7822,7,22,1,830,23,87,463,63,1
2827,27,1,3,8672,13,12,0,206,38,42,49,53,1
2828,20,0,4,1116,20,31,0,756,39,39,197,90,1
2829,57,1,1,8701,4,6,0,766,7,68,488,89,0
2830,33,1,3,4678,8,28,0,9,22,63,119,68,0
2831,46,0,4,4805,20,43,1,497,40,97,306,6,1
2832,37,0,3,9567,20,2,1,383,20,69,348,48,1
2833,62,0,1,4389,13,8,1,984,48,50,198,45,0
2834,30,0,1,6087,3,48,0,434,2,6,144,73,1
2835,22,0,4,3736,8,23,0,301,19,62,472,94,0
2836,26,1,3,9469,16,26,1,396,22,84,61,21,0
2837,20,0,3,1338,15,20,0,533,11,11,132,92,0
2838,42,0,1,2724,3,14,1,617,35,42,62,30,0
2839,23,0,2,3011,0,50,0,572,20,89,337,37,1
2840,58,1,4,5396,16,19,0,378,49,67,216,80,0
2841,63,1,3,8330,13,25,0,111,22,10,407,95,1
2842,33,0,3,7642,5,19,0,176,44,88,355,39,0
2843,69,0,3,8611,15,1,0,987,11,98,493,26,1
2844,47,1,1,5859,18,19,1,723,42,29,371,65,1
2845,19,0,3,9607,19,39,0,119,39,46,230,74,1
2846,40,1,1,1724,10,35,0,231,44,26,191,20,1
2847,49,1,3,3557,14,24,1,807,32,15,461,25,0
2848,60,0,4,3585,1,14,0,301,5,22,227,43,0
2849,54,0,2,5414,3,3,0,713,26,69,341,89,1
2850,62,1,2,5431,12,30,1,368,44,19,359,98,0
2851,34,1,1,5972,3,40,0,172,47,90,383,29,1
2852,47,1,1,8601,16,20,0,915,13,44,236,39,0
2853,27,0,4,9850,10,1,0,187,14,10,488,49,0
2854,27,0,4,8410,6,39,0,586,7,14,303,48,1
2855,35,1,1,6624,3,1,0,268,17,100,41,88,0
2856,59,1,4,2402,20,36,0,356,35,95,219,60,1
2857,45,0,1,8715,3,50,0,369,46,99,499,59,1
2858,60,0,1,7808,15,22,0,486,16,9,422,81,0
2859,63,1,2,1174,18,41,1,304,13,97,126,69,1
2860,37,0,2,5790,15,43,1,657,44,85,276,81,1
2861,51,1,3,5953,2,29,0,691,4,13,357,58,0
2862,53,1,3,9396,7,47,1,225,28,43,314,0,0
2863,54,1,2,9272,13,11,1,186,47,73,465,73,1
2864,65,1,2,4766,2,36,1,267,28,35,500,77,1
2865,29,0,1,1217,19,16,1,480,46,83,357,28,0
2866,50,1,4,8482,18,9,0,869,43,19,332,69,1
2867,59,0,3,9692,15,33,0,688,19,63,209,94,0
2868,19,0,1,1433,13,34,0,563,37,86,388,98,0
2869,30,1,2,9952,13,17,0,182,48,11,118,86,1
2870,67,0,1,6961,11,5,0,429,28,80,11,30,1
2871,59,1,1,4073,15,22,1,626,38,6,413,80,1
2872,35,0,2,8328,16,21,0,39,13,39,73,89,1
2873,38,1,4,8880,0,50,0,732,30,68,170,73,0
2874,21,1,4,6134,0,46,1,753,12,9,383,59,0
2875,45,1,1,3476,19,45,1,244,19,20,304,32,1
2876,23,1,3,8511,6,26,0,575,15,24,199,17,1
2877,35,0,3,8963,7,27,1,61,4,42,168,88,0
2878,59,1,2,7708,6,35,1,534,46,79,443,37,1
2879,44,1,4,9464,2,44,1,431,49,57,354,28,1
2880,47,0,4,5329,3,38,0,950,25,78,336,68,0
2881,59,0,1,3373,3,29,0,521,21,43,322,49,0
2882,40,0,4,6498,5,50,0,373,42,69,473,80,1
2883,28,1,3,2207,3,39,0,0,23,56,116,91,1
2884,40,1,2,3784,1,15,1,975,21,21,216,0,1
2885,45,1,3,5280,12,39,1,805,35,39,404,71,0
2886,27,1,2,5893,15,48,1,634,25,23,295,95,0
2887,60,1,3,7350,6,41,0,972,3,12,248,3,0
2888,53,0,3,1493,20,46,0,126,36,9,167,0,0
2889,58,0,2,3542,13,46,1,341,32,98,430,1,0
2890,45,0,4,6120,1,25,0,247,37,85,315,95,0
2891,18,1,3,1749,20,37,0,488,48,21,483,13,0
2892,60,1,3,9639,3,13,0,365,26,32,335,46,1
2893,37,1,4,8867,0,50,0,442,50,42,426,46,0
2894,70,0,3,9996,4,38,1,855,31,76,204,0,0
2895,59,0,1,3370,5,33,0,906,12,12,395,51,0
2896,19,0,1,4375,2,9,1,359,16,5,466,70,0
2897,21,0,4,9296,17,33,1,98,37,40,351,79,1
2898,65,1,4,6838,6,39,1,928,42,6,65,21,1
2899,63,1,2,7733,7,9,0,432,44,93,194,40,1
2900,34,0,4,2645,3,21,1,695,12,62,123,28,0
2901,51,1,1,7686,10,46,1,634,2,99,16,95,1
2902,25,0,3,1337,8,19,1,135,11,91,298,77,0
2903,59,0,2,8033,15,36,0,109,5,33,493,92,1
2904,48,0,3,2503,15,49,1,545,32,35,249,71,0
2905,55,1,3,4093,1,46,1,675,5,98,169,82,0
2906,65,0,4,3317,14,19,0,332,11,62,494,32,1
2907,46,0,1,2835,20,36,0,864,30,13,184,59,0
2908,23,1,1,9905,17,25,0,668,17,100,451,4,0
2909,24,0,1,3562,14,40,1,87,1,7,211,90,1
2910,64,1,2,6044,1,49,1,106,23,25,8,46,0
2911,55,0,2,4378,1,16,1,567,16,46,404,59,0
2912,30,0,4,4901,3,34,1,970,17,21,170,46,1
2913,21,0,2,3954,18,10,0,22,20,34,133,15,1
2914,50,0,2,9734,7,11,0,156,3,14,16,50,1
2915,67,0,4,8723,10,11,0,53,45,70,150,88,1
2916,37,1,4,1862,11,2,0,537,37,95,314,75,0
2917,56,0,2,5399,20,24,0,444,30,80,215,34,1
2918,53,1,1,6565,6,32,1,330,21,78,398,16,1
2919,25,0,3,1098,9,5,1,970,35,90,313,19,1
2920,26,0,1,5718,5,24,0,118,8,3,145,38,1
2921,29,0,2,5970,14,23,0,841,2,97,141,36,1
2922,61,0,4,5752,19,22,0,842,34,13,129,11,1
2923,24,1,3,3537,0,9,1,765,30,48,266,13,0
2924,60,1,2,5900,13,42,1,378,1,1,257,13,0
2925,62,0,4,6615,5,3,0,52,26,64,359,24,1
2926,37,0,2,5771,18,2,1,143,44,38,113,0,1
2927,68,1,2,6882,8,3,0,122,45,47,291,24,1
2928,67,0,1,5020,18,43,0,116,14,82,51,99,0
2929,34,0,4,1672,9,9,1,620,16,6,61,60,0
2930,39,1,3,3987,4,7,0,853,42,81,499,92,0
2931,24,1,1,6548,3,42,1,63,7,38,304,46,1
2932,45,0,1,6186,17,27,0,923,38,85,336,83,1
2933,55,0,2,3692,11,45,1,916,44,27,68,3,1
2934,21,0,1,8495,3,18,1,791,1,43,149,87,0
2935,29,1,1,5246,12,21,0,287,11,19,435,55,1
2936,46,0,3,2920,18,9,1,964,1,32,399,83,1
2937,61,1,2,2157,14,31,0,271,24,37,167,83,0
2938,25,1,3,3783,17,44,1,654,13,63,162,62,0
2939,37,0,3,7232,17,12,0,706,40,46,104,58,0
2940,44,1,3,2094,9,45,0,386,17,74,235,62,1
2941,27,1,2,2322,2,1,1,574,22,61,394,50,1
2942,37,0,3,1303,1,50,1,973,36,82,407,59,0
2943,36,0,1,5499,3,26,0,140,35,7,355,89,0
2944,58,1,2,5493,15,20,0,796,21,80,46,42,1
2945,34,1,2,8462,2,7,1,620,41,53,36,75,0
2946,34,0,1,7696,14,7,0,165,10,87,68,15,1
2947,50,1,3,1852,5,9,1,896,6,64,237,88,0
2948,49,1,1,7150,17,16,1,708,33,98,200,41,1
2949,42,0,1,7932,10,8,0,606,3,57,298,50,1
2950,62,0,3,1978,10,17,1,521,47,92,105,9,1
2951,45,1,2,9716,0,24,1,977,25,60,208,66,1
2952,56,0,4,6625,13,35,1,442,18,48,318,95,0
2953,27,1,3,7730,8,14,0,775,11,46,328,48,0
2954,29,0,1,1666,5,12,0,756,46,47,13,88,0
2955,28,0,4,3195,7,43,0,588,15,66,449,52,0
2956,24,1,4,5640,3,26,0,819,1,11,373,23,1
2957,39,1,4,3995,2,24,0,29,6,45,54,45,0
2958,53,1,2,1898,19,18,1,723,25,13,107,68,1
2959,64,1,1,5525,3,29,1,926,45,30,103,30,1
2960,33,0,4,9854,11,19,1,633,19,12,486,94,1
2961,39,1,4,2516,19,22,0,806,20,85,185,74,1
2962,29,0,4,6841,4,19,1,642,27,60,306,8,1
2963,33,0,4,5099,18,25,1,461,40,89,186,64,1
2964,54,1,1,2861,2,6,1,425,19,37,256,57,0
2965,69,0,3,4727,13,45,1,185,50,21,471,27,1
2966,67,1,1,7208,14,43,1,50,19,80,315,80,0
2967,21,1,2,5162,13,12,0,679,13,77,359,2,1
2968,24,1,2,3188,11,26,0,639,35,82,96,75,0
2969,58,1,3,4589,10,30,1,123,32,19,257,19,0
2970,70,1,2,1085,13,23,0,850,16,8,263,76,1
2971,33,0,2,8329,19,27,1,884,27,64,277,51,0
2972,42,0,4,6347,6,36,0,593,5,71,75,42,1
2973,68,0,4,9996,0,48,0,436,25,86,317,25,1
2974,41,0,1,2444,19,10,1,901,15,23,85,0,1
2975,31,1,3,8337,19,29,0,954,19,31,8,20,0
